column,n,c,memberships,one_runs,avg_density_pct,avg_run_length,ddc_job_payload_dir16_bytes,ddc_job_payload_dir32_bytes,ddc_job_v5_bytes,ddc_job_touched_segments,ddc_final5_payload_dir16_bytes,ddc_final5_payload_dir32_bytes,ddc_final5_v5_bytes,ddc_final5_touched_segments,ddc_final5_dual_segments,cr_plain_payload_bytes,cr_plain_serialized_bytes,cr_run_payload_bytes,cr_run_serialized_bytes,wah_serialized_bytes,ewah_job_payload_bytes,ewah_unpadded_payload_bytes,ewah_serialized_bytes,elapsed_seconds
"movie_companies.company_type_id",2609129,2,2609129,2,50,1304564.5,2031,3307,194,638,0,0,0,0,0,336218,336224,590,596,40,56,48,96,0.069870092
