column,n,c,memberships,one_runs,avg_density_pct,avg_run_length,ddc_job_payload_dir16_bytes,ddc_job_payload_dir32_bytes,ddc_job_v5_bytes,ddc_job_touched_segments,ddc_final5_payload_dir16_bytes,ddc_final5_payload_dir32_bytes,ddc_final5_v5_bytes,ddc_final5_touched_segments,ddc_final5_dual_segments,cr_plain_payload_bytes,cr_plain_serialized_bytes,cr_run_payload_bytes,cr_run_serialized_bytes,wah_serialized_bytes,ewah_job_payload_bytes,ewah_unpadded_payload_bytes,ewah_serialized_bytes,elapsed_seconds
"cast_info.role_id",36244344,11,36244344,13,9.09090909091,2788026.46154,29825,47543,1290,8859,0,0,0,0,0,4620605,4620638,8035,8068,308,432,352,616,0.949182004
