column,n,c,memberships,one_runs,avg_density_pct,avg_run_length,ddc_job_payload_dir16_bytes,ddc_job_payload_dir32_bytes,ddc_job_v5_bytes,ddc_job_touched_segments,ddc_final5_payload_dir16_bytes,ddc_final5_payload_dir32_bytes,ddc_final5_v5_bytes,ddc_final5_touched_segments,ddc_final5_dual_segments,cr_plain_payload_bytes,cr_plain_serialized_bytes,cr_run_payload_bytes,cr_run_serialized_bytes,wah_serialized_bytes,ewah_job_payload_bytes,ewah_unpadded_payload_bytes,ewah_serialized_bytes,elapsed_seconds
"person_info.info_type_id",2963664,22,2963664,1875025,4.54545454545,1.58059972534,2410050,2441838,2885216,15894,0,0,0,0,0,3981468,3981534,3698962,3699028,4904476,5853688,5853568,5854096,0.198891183
