column,n,c,memberships,one_runs,avg_density_pct,avg_run_length,ddc_job_payload_dir16_bytes,ddc_job_payload_dir32_bytes,ddc_job_v5_bytes,ddc_job_touched_segments,ddc_final5_payload_dir16_bytes,ddc_final5_payload_dir32_bytes,ddc_final5_v5_bytes,ddc_final5_touched_segments,ddc_final5_dual_segments,cr_plain_payload_bytes,cr_plain_serialized_bytes,cr_run_payload_bytes,cr_run_serialized_bytes,wah_serialized_bytes,ewah_job_payload_bytes,ewah_unpadded_payload_bytes,ewah_serialized_bytes,elapsed_seconds
"cast_info.person_id",36244344,4051810,36244344,5236113,2.46803280509e-05,6.92199423504,35782070,46248992,338726409,5233461,0,0,0,0,0,116250528,162864230,55473501,100699350,92974044,119074736,86660440,183903880,10.575134487
