group,case,num_rows,operation,backend,time_ms,latency_over_ddc,winner,source_operation,source_file,replicates,min_ms,max_ms
job,movie_keyword_movie_id,4523930,OR,EWAH,0.000101,0.5642458100558659,CRoaring,OR_op,R3W1_realworld_excel_20260809/job_unified10/job-unified10-logical.csv,1,0.000101,0.000101
job,movie_keyword_movie_id,4523930,AND,DDC,6.9e-05,1.0,CRoaring,AND_op,R3W1_realworld_excel_20260809/job_unified10/job-unified10-logical.csv,1,6.9e-05,6.9e-05
job,movie_keyword_movie_id,4523930,AND,CRoaring,6e-05,0.8695652173913044,CRoaring,AND_op,combit-cr-native-20260820/experiments/cr_native_no_btv_20260820/raw/job/r*_movie_keyword_movie_id.csv,3,6e-05,6e-05
job,movie_keyword_movie_id,4523930,AND,WAH,0.000302,4.376811594202899,CRoaring,AND_op,R3W1_realworld_excel_20260809/job_unified10/job-unified10-logical.csv,1,0.000302,0.000302
job,movie_keyword_movie_id,4523930,AND,EWAH,8.7e-05,1.2608695652173914,CRoaring,AND_op,R3W1_realworld_excel_20260809/job_unified10/job-unified10-logical.csv,1,8.7e-05,8.7e-05
job,movie_keyword_movie_id,4523930,NOT,DDC,0.000114,1.0,EWAH,NOT_op,R3W1_realworld_excel_20260809/job_unified10/job-unified10-logical.csv,1,0.000114,0.000114
job,movie_keyword_movie_id,4523930,NOT,CRoaring,0.0031,27.19298245614035,EWAH,NOT_op,combit-cr-native-20260820/experiments/cr_native_no_btv_20260820/raw/job/r*_movie_keyword_movie_id.csv,3,0.003075,0.003116
job,movie_keyword_movie_id,4523930,NOT,WAH,0.00014,1.2280701754385963,EWAH,NOT_op,R3W1_realworld_excel_20260809/job_unified10/job-unified10-logical.csv,1,0.00014,0.00014
job,movie_keyword_movie_id,4523930,NOT,EWAH,9.7e-05,0.8508771929824561,EWAH,NOT_op,R3W1_realworld_excel_20260809/job_unified10/job-unified10-logical.csv,1,9.7e-05,9.7e-05
job,movie_keyword_movie_id,4523930,COMP,DDC,0.000349,1.0,DDC,COMP_op,R3W1_realworld_excel_20260809/job_unified10/job-unified10-logical.csv,1,0.000349,0.000349
job,movie_keyword_movie_id,4523930,COMP,CRoaring,0.002602,7.455587392550143,DDC,COMP_op_native,combit-cr-native-20260820/experiments/cr_native_no_btv_20260820/raw/job/r*_movie_keyword_movie_id.csv,3,0.002587,0.002622
job,movie_keyword_movie_id,4523930,COMP,WAH,0.001215,3.4813753581661886,DDC,COMP_op,R3W1_realworld_excel_20260809/job_unified10/job-unified10-logical.csv,1,0.001215,0.001215
job,movie_keyword_movie_id,4523930,COMP,EWAH,0.000366,1.0487106017191976,DDC,COMP_op,R3W1_realworld_excel_20260809/job_unified10/job-unified10-logical.csv,1,0.000366,0.000366
job,cast_info_movie_id,36244344,OR,DDC,0.03195,1.0,CRoaring,OR_op,R3W1_realworld_excel_20260809/job_unified10/job-unified10-logical.csv,1,0.03195,0.03195
job,cast_info_movie_id,36244344,OR,CRoaring,0.012103,0.378810641627543,CRoaring,OR_op,combit-cr-native-20260820/experiments/cr_native_no_btv_20260820/raw/job/r*_cast_info_movie_id.csv,3,0.012063,0.012405
job,cast_info_movie_id,36244344,OR,WAH,0.014438,0.4518935837245696,CRoaring,OR_op,R3W1_realworld_excel_20260809/job_unified10/job-unified10-logical.csv,1,0.014438,0.014438
job,cast_info_movie_id,36244344,OR,EWAH,0.013622,0.4263536776212833,CRoaring,OR_op,R3W1_realworld_excel_20260809/job_unified10/job-unified10-logical.csv,1,0.013622,0.013622
job,cast_info_movie_id,36244344,AND,DDC,0.004932,1.0,CRoaring,AND_op,R3W1_realworld_excel_20260809/job_unified10/job-unified10-logical.csv,1,0.004932,0.004932
job,cast_info_movie_id,36244344,AND,CRoaring,0.001003,0.20336577453365776,CRoaring,AND_op,combit-cr-native-20260820/experiments/cr_native_no_btv_20260820/raw/job/r*_cast_info_movie_id.csv,3,0.00099,0.001014
