group,case,num_rows,operation,backend,time_ms,latency_over_ddc,winner,source_operation,source_file,replicates,min_ms,max_ms,cf1,throughput_ops_s
cluster,sorted,100000000,AND,CRoaring,0.001308,0.00891712797578468,EWAH,AND_op,combit-cr-native-20260820/experiments/cr_native_no_btv_20260820/raw/cluster/r*_sorted.csv,3,0.001233,0.001491,100000.0,764525.9938837921
cluster,sorted,100000000,AND,WAH,0.000303,0.0020656649668675518,EWAH,AND_op,R2W1_clustering_ops_v2_20260813/results/operation_sweep_crrun.csv,3,0.000301,0.000305,100000.0,3300330.0330033004
cluster,sorted,100000000,AND,EWAH,8.2e-05,0.0005590248425186114,EWAH,AND_op,R2W1_clustering_ops_v2_20260813/results/operation_sweep_crrun.csv,3,8.1e-05,8.4e-05,100000.0,12195121.951219512
cluster,sorted,100000000,NOT,DDC,0.000268,1.0,EWAH,NOT_op,R2W1_clustering_ops_v2_20260813/results/operation_sweep_crrun.csv,3,0.000268,0.000278,100000.0,3731343.2835820895
cluster,sorted,100000000,NOT,CRoaring,0.069904,260.8358208955224,EWAH,NOT_op,combit-cr-native-20260820/experiments/cr_native_no_btv_20260820/raw/cluster/r*_sorted.csv,3,0.069588,0.071347,100000.0,14305.333028152896
cluster,sorted,100000000,NOT,WAH,0.000137,0.5111940298507462,EWAH,NOT_op,R2W1_clustering_ops_v2_20260813/results/operation_sweep_crrun.csv,3,0.000136,0.000138,100000.0,7299270.072992701
cluster,sorted,100000000,NOT,EWAH,6.8e-05,0.2537313432835821,EWAH,NOT_op,R2W1_clustering_ops_v2_20260813/results/operation_sweep_crrun.csv,3,6.7e-05,6.8e-05,100000.0,14705882.352941176
cluster,sorted,100000000,COMP,DDC,0.121537,1.0,EWAH,COMP_op,R2W1_clustering_ops_v2_20260813/results/operation_sweep_crrun.csv,3,0.121449,0.130981,100000.0,8227.947044932818
cluster,sorted,100000000,COMP,CRoaring,0.069409,0.571093576441742,EWAH,COMP_op_native,combit-cr-native-20260820/experiments/cr_native_no_btv_20260820/raw/cluster/r*_sorted.csv,3,0.068859,0.070856,100000.0,14407.353513233154
cluster,sorted,100000000,COMP,WAH,0.001012,0.008326682409472014,EWAH,COMP_op,R2W1_clustering_ops_v2_20260813/results/operation_sweep_crrun.csv,3,0.001009,0.001016,100000.0,988142.2924901185
cluster,sorted,100000000,COMP,EWAH,0.000258,0.002122810337592667,EWAH,COMP_op,R2W1_clustering_ops_v2_20260813/results/operation_sweep_crrun.csv,3,0.000256,0.000259,100000.0,3875968.992248062
